ID	baseMean	baseMean.untrt	baseMean.C15Dx	C15Dx/untrt	log2(C15Dx/untrt)	pval	padj	untrt_1	untrt_2	C15Dx_1	C15Dx_2	untrt_1_norm	untrt_2_norm	C15Dx_1_norm	C15Dx_2_norm
ENSMUSG00000057108	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057110	4193.685506	3984.994755	4402.376257	1.104738281	0.143704628	0.020422926	0.06720323	3776	3653	5444	4131	4166.37	3803.62	4418.06	4386.7
ENSMUSG00000057113	98997.73508	108839.1093	89156.36087	0.819157392	-0.287787419	0.000865342	0.004042721	103878	98980	110541	83439	114617	103061.22	89709.11	88603.61
ENSMUSG00000057116	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057123	0.739039914	1.072306825	0.405773002	0.378411284	-1.401972986	0.936354961	1	1	1	1	0	1.1	1.04	0.81	0
ENSMUSG00000057130	1774.881881	1791.125791	1758.637972	0.981861788	-0.026408137	0.667503481	0.97762902	1615	1729	2107	1702	1781.96	1800.29	1709.93	1807.35
ENSMUSG00000057132	25.49613885	24.2978108	26.69446691	1.09863671	0.135714404	0.7413282	1	28	17	37	22	30.89	17.7	30.03	23.36
ENSMUSG00000057133	1479.67635	1575.964503	1383.388197	0.87780416	-0.188028987	0.014797698	0.050650001	1493	1445	1703	1304	1647.35	1504.58	1382.06	1384.71
ENSMUSG00000057134	925.5667883	967.2212608	883.9123157	0.913867748	-0.129942696	0.143312581	0.34019139	835	973	1108	818	921.32	1013.12	899.19	868.63
ENSMUSG00000057135	0.260308196	0.520616391	0	0	#NAME?	0.970302479	1	0	1	0	0	0	1.04	0	0
ENSMUSG00000057137	782.884201	981.9615323	583.8068696	0.594531303	-0.750175322	6.62E-16	1.10E-14	857	978	706	560	945.6	1018.33	572.95	594.66
ENSMUSG00000057138	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057143	635.1720879	748.3692994	521.9748765	0.697483017	-0.519770006	3.46E-07	2.78E-06	678	719	674	468	748.09	748.65	546.98	496.97
ENSMUSG00000057144	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057146	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057147	1230.06088	1277.38181	1182.73995	0.925909497	-0.111056911	0.190476259	0.424324256	1166	1218	1499	1082	1286.54	1268.22	1216.51	1148.97
ENSMUSG00000057149	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057151	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057156	225.2810105	183.302319	267.2597021	1.458026846	0.544017284	0.000392458	0.001964182	169	173	359	229	186.47	180.13	291.35	243.17
ENSMUSG00000057157	54.35108843	65.80703654	42.89514032	0.651832123	-0.617427644	0.227725178	0.487295768	57	66	73	25	62.89	68.72	59.24	26.55
ENSMUSG00000057160	0.275845217	0.551690434	0	0	#NAME?	0.970302822	1	1	0	0	0	1.1	0	0	0
ENSMUSG00000057161	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057163	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057168	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057170	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057173	0.275845217	0.551690434	0	0	#NAME?	0.970302822	1	1	0	0	0	1.1	0	0	0
ENSMUSG00000057174	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057176	177.5763807	258.3637967	96.78896468	0.374622783	-1.416489452	1.35E-15	2.20E-14	239	243	126	86	263.71	253.02	102.25	91.32
ENSMUSG00000057177	6473.119536	5924.854326	7021.384746	1.185072976	0.244975901	0.001726433	0.007565432	5302	5762	8249	6920	5850.13	5999.58	6694.44	7348.33
ENSMUSG00000057179	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057181	633.0189587	769.5276224	496.5102949	0.645214389	-0.632149482	2.53E-08	2.32E-07	739	695	589	485	815.4	723.66	478	515.02
ENSMUSG00000057182	1.858397439	3.185846432	0.530948447	0.166658519	-2.585033034	0.247061011	0.518316791	2	4	0	1	2.21	4.16	0	1.06
ENSMUSG00000057191	29.58107736	47.36030222	11.8018525	0.249192931	-2.004664954	0.000646437	0.003095865	33	56	16	10	36.41	58.31	12.98	10.62
ENSMUSG00000057193	2315.207671	1583.23071	3047.184632	1.924662409	0.944605415	4.73E-42	2.53E-40	1375	1584	3766	2861	1517.15	1649.31	3056.28	3038.09
ENSMUSG00000057195	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057203	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057207	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057209	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057213	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057215	0.260308196	0.520616391	0	0	#NAME?	0.970302479	1	0	1	0	0	0	1.04	0	0
ENSMUSG00000057216	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057219	273.8619526	260.6250642	287.0988409	1.101578015	0.139571672	0.375289885	0.696498904	228	259	332	287	251.57	269.68	269.43	304.76
ENSMUSG00000057223	0.811998629	1.623997259	0	0	#NAME?	0.410404908	0.738501385	2	1	0	0	2.21	1.04	0	0
ENSMUSG00000057228	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057229	628.9758063	586.7229928	671.2286198	1.144029854	0.1941247	0.056960203	0.161499936	519	577	822	636	572.65	600.79	667.09	675.37
ENSMUSG00000057230	1064.080273	1069.711385	1058.449161	0.989471717	-0.015269626	0.89894902	1	1017	977	1317	987	1122.14	1017.28	1068.81	1048.09
ENSMUSG00000057234	125.3818647	141.4823528	109.2813765	0.772402878	-0.372574555	0.059642889	0.167755717	130	134	128	108	143.44	139.53	103.88	114.68
ENSMUSG00000057236	12021.10032	11269.23457	12772.96608	1.13343688	0.180704052	0.00147891	0.006590552	9884	11172	15457	12244	10905.82	11632.65	12544.07	13001.87
ENSMUSG00000057240	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057244	2009.609464	1973.869282	2045.349645	1.036213322	0.051321036	0.542330896	0.877082731	1699	1991	2616	1853	1874.64	2073.09	2123	1967.69
ENSMUSG00000057246	0.983811088	1.561849173	0.405773002	0.259802937	-1.944510355	0.722858895	1	0	3	1	0	0	3.12	0.81	0
ENSMUSG00000057254	182.7384358	154.7229232	210.7539484	1.36213784	0.445872703	0.008068008	0.029636415	154	134	259	199	169.92	139.53	210.19	211.32
ENSMUSG00000057262	102.9692847	96.44546616	109.4931032	1.135285126	0.183054675	0.396418927	0.722721995	88	92	156	87	97.1	95.79	126.6	92.39
ENSMUSG00000057264	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057265	43.6922367	44.64056643	42.74390698	0.957512648	-0.06263655	0.905853231	1	46	37	53	40	50.76	38.53	43.01	42.48
ENSMUSG00000057270	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057278	5731.451161	5637.048703	5825.853619	1.033493575	0.047529421	0.423046166	0.752259056	5037	5490	7200	5470	5557.73	5716.37	5843.13	5808.58
ENSMUSG00000057280	0.202886501	0	0.405773002	Inf	Inf	1	1	0	0	1	0	0	0	0.81	0
ENSMUSG00000057286	5.761623587	8.18213438	3.341112793	0.408342449	-1.292148544	0.398219511	0.725304711	12	3	3	4	13.24	3.12	2.43	4.25
ENSMUSG00000057290	0.478731718	0.551690434	0.405773002	0.735508498	-0.443186085	1	1	1	0	1	0	1.1	0	0.81	0
ENSMUSG00000057293	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057299	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057300	0.468360724	0	0.936721449	Inf	Inf	0.741307218	1	0	0	1	1	0	0	0.81	1.06
ENSMUSG00000057315	2.144574712	2.696304084	1.59284534	0.590751373	-0.759377017	0.712581912	1	3	2	0	3	3.31	2.08	0	3.19
ENSMUSG00000057321	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057322	8144.09772	8115.577746	8172.617694	1.007028452	0.010104445	0.91276259	1	8300	6793	10356	7478	9158.06	7073.09	8404.37	7940.86
ENSMUSG00000057329	231.0660587	204.0413948	258.0907227	1.264893934	0.339016415	0.030045622	0.093774112	183	198	305	253	201.92	206.16	247.52	268.66
ENSMUSG00000057335	2288.579093	2170.208928	2406.949257	1.109086423	0.149371788	0.033600227	0.103118109	2053	1993	2900	2317	2265.24	2075.18	2353.48	2460.42
ENSMUSG00000057337	2.555513742	2.175687693	2.935339791	1.349154936	0.432056036	0.958667031	1	3	1	2	4	3.31	1.04	1.62	4.25
ENSMUSG00000057342	1900.656293	1840.825803	1960.486783	1.065003967	0.090858805	0.446730227	0.783049694	1539	1905	2382	1872	1698.1	1983.55	1933.1	1987.87
ENSMUSG00000057346	0.260308196	0.520616391	0	0	#NAME?	0.970302479	1	0	1	0	0	0	1.04	0	0
ENSMUSG00000057349	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057351	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057354	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057359	123.6768267	134.1397223	113.2139311	0.844000041	-0.244685026	0.654580378	0.966057793	78	175	139	107	86.06	182.22	112.8	113.62
ENSMUSG00000057363	998.1660188	981.6584342	1014.673603	1.033632033	0.047722687	0.572115126	0.91051178	864	970	1268	942	953.32	1010	1029.04	1000.31
ENSMUSG00000057367	1752.889595	1610.107666	1895.671523	1.177356995	0.235551836	0.001460309	0.006517442	1486	1518	2289	1821	1639.62	1580.59	1857.63	1933.71
ENSMUSG00000057370	1.295896375	1.655071302	0.936721449	0.56597045	-0.821201366	0.915418476	1	3	0	1	1	3.31	0	0.81	1.06
ENSMUSG00000057375	961.3617733	868.7941936	1053.929353	1.213094379	0.278691797	0.001552674	0.006885312	767	856	1281	1006	846.29	891.3	1039.59	1068.27
ENSMUSG00000057378	0.806793664	0.551690434	1.061896893	1.924805702	0.944712822	1	1	1	0	0	2	1.1	0	0	2.12
ENSMUSG00000057381	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057387	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057388	6498.635972	6840.207025	6157.064919	0.900128446	-0.15179721	0.009774768	0.035117509	6294	6469	7608	5782	6944.68	6735.73	6174.24	6139.89
ENSMUSG00000057395	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057396	93.31867188	88.72180009	97.91554368	1.103624403	0.142249263	0.58346266	0.919696129	74	92	117	95	81.65	95.79	94.95	100.88
ENSMUSG00000057399	9.14945127	11.30583273	6.993069813	0.618536465	-0.693069444	0.456772134	0.795351513	12	9	12	4	13.24	9.37	9.74	4.25
ENSMUSG00000057400	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057402	0.265474223	0	0.530948447	Inf	Inf	1	1	0	0	0	1	0	0	0	1.06
ENSMUSG00000057403	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057406	5570.433831	5743.571315	5397.296347	0.939710861	-0.089711171	0.132115919	0.319469779	5265	5453	6645	5087	5809.3	5677.84	5392.72	5401.87
ENSMUSG00000057409	207.6434168	172.524745	242.7620886	1.407114606	0.492739837	0.006992766	0.026210258	174	147	279	244	191.99	153.06	226.42	259.1
ENSMUSG00000057411	659.4242841	704.008904	614.8396641	0.87334075	-0.195383437	0.200636785	0.441636228	574	744	755	581	633.34	774.68	612.72	616.96
ENSMUSG00000057417	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057421	3277.725712	3354.967884	3200.483539	0.953953555	-0.068009068	0.375504188	0.696689332	3187	3067	3975	2990	3516.47	3193.46	3225.9	3175.07
ENSMUSG00000057424	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057425	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057439	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057440	1011.06519	919.8451692	1102.285211	1.198337773	0.261034614	0.002085143	0.008944936	835	882	1374	1026	921.32	918.37	1115.06	1089.51
ENSMUSG00000057443	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057444	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057446	0.260308196	0.520616391	0	0	#NAME?	0.970302479	1	0	1	0	0	0	1.04	0	0
ENSMUSG00000057447	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057454	0.520616391	1.041232782	0	0	#NAME?	0.640544067	0.953976704	0	2	0	0	0	2.08	0	0
ENSMUSG00000057455	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057457	1.733183057	1.592923216	1.873442898	1.176103706	0.234015279	1	1	1	2	2	2	1.1	2.08	1.62	2.12
ENSMUSG00000057461	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057464	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057465	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057469	2817.04682	2858.575909	2775.517731	0.970944211	-0.042539691	0.529514844	0.866351671	2643	2690	3421	2613	2916.24	2800.92	2776.3	2774.74
ENSMUSG00000057497	4536.036702	4813.663275	4258.410129	0.884650605	-0.176820323	0.00395566	0.01581655	4458	4522	5258	4002	4918.87	4708.45	4267.11	4249.71
ENSMUSG00000057499	0.671247225	0	1.342494451	Inf	Inf	0.531672023	0.866351671	0	0	2	1	0	0	1.62	1.06
ENSMUSG00000057503	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057506	1754.188848	1371.208405	2137.169291	1.558602823	0.640253335	2.62E-18	5.10E-17	1287	1270	2629	2016	1420.05	1322.37	2133.55	2140.78
ENSMUSG00000057513	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057522	4459.770541	4375.176373	4544.36471	1.038670061	0.054737448	0.392944176	0.717835602	3901	4270	5544	4322	4304.29	4446.06	4499.21	4589.52
ENSMUSG00000057530	342.3434027	428.0679415	256.618864	0.599481622	-0.738212568	1.17E-08	1.11E-07	406	392	321	238	447.97	408.16	260.51	252.73
ENSMUSG00000057531	1031.130021	1009.025438	1053.234605	1.043813729	0.061864283	0.458101386	0.796931503	907	977	1312	981	1000.77	1017.28	1064.75	1041.72
ENSMUSG00000057533	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057534	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057540	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057541	4043.897301	3916.219895	4171.574706	1.065204411	0.091130308	0.150250427	0.354192158	3657	3647	5044	4002	4035.06	3797.38	4093.44	4249.71
ENSMUSG00000057551	596.2893906	584.7103177	607.8684634	1.039606186	0.056037124	0.535562212	0.869953872	538	553	781	548	593.62	575.8	633.82	581.92
ENSMUSG00000057554	1846.098643	1920.78119	1771.416095	0.922237319	-0.116790048	0.119559666	0.294855193	1800	1782	2217	1642	1986.09	1855.48	1799.2	1743.63
ENSMUSG00000057561	5499.648809	5504.672054	5494.625563	0.998174916	-0.002635446	0.996152206	1	5066	5205	6860	5106	5589.73	5419.62	5567.21	5422.05
ENSMUSG00000057564	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057572	1321.530195	1160.111688	1482.948702	1.278280976	0.354204987	5.49E-06	3.75E-05	1078	1086	1862	1370	1189.44	1130.78	1511.1	1454.8
ENSMUSG00000057573	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057577	5.116258399	5.268311996	4.964204802	0.942276161	-0.08577815	1	1	2	8	7	4	2.21	8.33	5.68	4.25
ENSMUSG00000057580	1077.67984	1071.989452	1083.370228	1.0106165	0.01523564	0.918831562	1	839	1170	1453	930	925.74	1218.24	1179.18	987.56
ENSMUSG00000057584	0.801627636	1.072306825	0.530948447	0.495146011	-1.014074079	0.93739353	1	1	1	0	1	1.1	1.04	0	1.06
ENSMUSG00000057592	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057594	436.5559095	390.4750545	482.6367644	1.236024578	0.305707431	0.006859781	0.025804896	369	359	615	439	407.15	373.8	499.1	466.17
ENSMUSG00000057596	6.766163673	9.099070991	4.433256355	0.487220768	-1.037352465	0.302282106	0.597718352	8	9	7	3	8.83	9.37	5.68	3.19
ENSMUSG00000057604	1.607968674	0	3.215937349	Inf	Inf	0.127945454	0.311068976	0	0	4	3	0	0	3.25	3.19
ENSMUSG00000057605	104.2899415	82.64505829	125.9348247	1.523803447	0.607676824	0.517682018	0.856722233	113	39	101	160	124.68	40.61	81.97	169.9
ENSMUSG00000057606	1.462542806	2.113539607	0.811546004	0.383974827	-1.380916364	0.706813088	1	1	3	2	0	1.1	3.12	1.62	0
ENSMUSG00000057609	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057610	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057612	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057614	83.12340797	150.6980776	15.5487383	0.10317808	-3.276791591	3.60E-29	1.20E-27	125	157	20	14	137.92	163.47	16.23	14.87
ENSMUSG00000057615	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057617	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057626	17.57018169	18.74983242	16.39053097	0.874169465	-0.19401511	0.843286649	1	17	18	26	11	18.76	18.74	21.1	11.68
ENSMUSG00000057637	2958.347289	3361.052773	2555.641805	0.760369437	-0.39522755	8.59E-10	9.20E-09	3098	3173	3044	2487	3418.27	3303.83	2470.35	2640.94
ENSMUSG00000057649	1639.097595	1585.934152	1692.261038	1.067043696	0.093619256	0.182996528	0.411188133	1462	1497	2141	1551	1613.14	1558.73	1737.52	1647
ENSMUSG00000057650	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057654	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057657	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057666	2998.866033	2763.658694	3234.073371	1.170214462	0.226772952	0.366219387	0.684356013	2889	2247	3660	3294	3187.67	2339.65	2970.26	3497.89
ENSMUSG00000057667	1008.050481	949.1086986	1066.992263	1.124204492	0.168904485	0.125202217	0.305687001	805	970	1376	958	888.22	1010	1116.69	1017.3
ENSMUSG00000057672	1270.69052	1126.645016	1414.736025	1.255706992	0.328499864	3.88E-05	0.000233124	1023	1080	1741	1334	1128.76	1124.53	1412.9	1416.57
ENSMUSG00000057674	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057685	0.478731718	0.551690434	0.405773002	0.735508498	-0.443186085	1	1	1	0	1	0	1.1	0	0.81	0
ENSMUSG00000057691	903.8450256	1041.140137	766.5499146	0.736260075	-0.441712625	6.54E-07	5.07E-06	952	991	947	720	1050.42	1031.86	768.53	764.57
ENSMUSG00000057696	4.241685036	5.392608168	3.090761904	0.573147874	-0.803020689	0.59895843	0.933080154	6	4	5	2	6.62	4.16	4.06	2.12
ENSMUSG00000057697	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057699	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057706	73.70493019	91.14608012	56.26378027	0.617292375	-0.695974124	0.007599484	0.028164307	85	85	68	54	93.79	88.5	55.19	57.34
ENSMUSG00000057707	1.275193326	2.14461365	0.405773002	0.189205642	-2.401972986	0.49656918	0.837761431	2	2	1	0	2.21	2.08	0.81	0
ENSMUSG00000057710	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057715	0.791256642	0.520616391	1.061896893	2.039691626	1.028351053	1	1	0	1	0	2	0	1.04	0	2.12
ENSMUSG00000057716	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057719	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057722	2.21146215	0.520616391	3.902307908	7.495553301	2.906034978	0.171308885	0.391510789	0	1	7	2	0	1.04	5.68	2.12
ENSMUSG00000057723	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057726	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057727	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057729	1082.798824	1712.677242	452.9204065	0.264451699	-1.918923851	9.70E-27	2.91E-25	1436	1768	547	435	1584.45	1840.9	443.92	461.93
ENSMUSG00000057735	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057738	1510.009923	1300.102487	1719.917359	1.32290906	0.403713891	1.54E-07	1.29E-06	1160	1268	2077	1652	1279.92	1320.28	1685.58	1754.25
ENSMUSG00000057751	6.053393535	5.299386039	6.80740103	1.284564095	0.361278877	0.87072533	1	3	7	5	9	3.31	7.29	4.06	9.56
ENSMUSG00000057754	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057761	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057762	75.24312694	75.45779797	75.02845591	0.99431017	-0.008232132	0.996522414	1	66	75	92	71	72.82	78.09	74.66	75.39
ENSMUSG00000057764	0.478731718	0.551690434	0.405773002	0.735508498	-0.443186085	1	1	1	0	1	0	1.1	0	0.81	0
ENSMUSG00000057766	13.58873996	12.44028764	14.73719229	1.184634369	0.244441847	0.730639083	1	15	8	18	14	16.55	8.33	14.61	14.87
ENSMUSG00000057767	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057770	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057777	1.48279323	0	2.96558646	Inf	Inf	0.160417244	0.373121819	0	0	6	1	0	0	4.87	1.06
ENSMUSG00000057778	380.3678836	340.5661761	420.1695912	1.233738465	0.303036596	0.015273751	0.052056511	321	314	499	410	354.19	326.95	404.96	435.38
ENSMUSG00000057788	2031.203904	2001.0962	2061.311609	1.030091212	0.04277209	0.597948363	0.932183929	1771	1967	2480	1987	1954.09	2048.1	2012.63	2109.99
ENSMUSG00000057789	3174.22526	2928.113849	3420.336671	1.168102351	0.224166691	0.000587914	0.00283783	2552	2920	4191	3239	2815.83	3040.4	3401.19	3439.48
ENSMUSG00000057799	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057801	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057802	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057805	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057808	1322.635212	1295.983915	1349.28651	1.041129056	0.058148913	0.437320306	0.770520261	1195	1223	1687	1252	1318.54	1273.43	1369.08	1329.49
ENSMUSG00000057816	0.275845217	0.551690434	0	0	#NAME?	0.970302822	1	1	0	0	0	1.1	0	0	0
ENSMUSG00000057817	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057818	0.796461608	1.592923216	0	0	#NAME?	0.412967208	0.738751946	1	2	0	0	1.1	2.08	0	0
ENSMUSG00000057829	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057832	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057835	110.3537872	123.167557	97.54001735	0.791929464	-0.336556158	0.14631831	0.346613597	127	102	120	92	140.13	106.21	97.39	97.69
ENSMUSG00000057836	21.34378989	17.64645155	25.04112823	1.419046099	0.504921457	0.33506582	0.645109584	15	18	29	25	16.55	18.74	23.53	26.55
ENSMUSG00000057841	40427.77612	41115.36931	39740.18292	0.966552985	-0.049079275	0.322822425	0.628412632	37050	39713	48153	38047	40880.26	41350.48	39078.37	40401.99
ENSMUSG00000057842	350.9213248	282.4282999	419.4143498	1.485029475	0.570491566	0.000748597	0.003546705	293	232	522	391	323.29	241.57	423.63	415.2
ENSMUSG00000057855	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057858	982.1055665	996.7323732	967.4787598	0.970650483	-0.042976199	0.592030025	0.927082435	947	911	1153	941	1044.9	948.56	935.71	999.24
ENSMUSG00000057863	14257.4177	14599.06312	13915.77228	0.953196254	-0.069154813	0.194041989	0.430421919	13351	13894	16906	13289	14731.24	14466.89	13720	14111.55
ENSMUSG00000057880	18.85746565	23.00798567	14.70694562	0.639210482	-0.645637027	0.197101561	0.435534925	20	23	14	17	22.07	23.95	11.36	18.05
ENSMUSG00000057886	138.1618836	142.0961913	134.227576	0.944624727	-0.082186794	0.67652754	0.987166792	133	132	162	129	146.75	137.44	131.47	136.98
ENSMUSG00000057890	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057894	1099.868166	937.4136833	1262.322648	1.346601475	0.42932295	1.54E-07	1.29E-06	881	867	1614	1144	972.08	902.75	1309.84	1214.81
ENSMUSG00000057895	2.440709291	2.727378127	2.154040455	0.789784311	-0.340469385	1	1	4	1	4	1	4.41	1.04	3.25	1.06
ENSMUSG00000057897	9.384174272	6.340618821	12.42772972	1.960018426	0.970867217	0.270657775	0.551452943	3	9	11	15	3.31	9.37	8.93	15.93
ENSMUSG00000057899	0.791256642	0.520616391	1.061896893	2.039691626	1.028351053	1	1	0	1	0	2	0	1.04	0	2.12
ENSMUSG00000057901	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057903	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057913	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057914	15.79174545	21.93567885	9.647812046	0.439822816	-1.185005648	0.042368353	0.125236754	19	22	12	9	20.96	22.91	9.74	9.56
ENSMUSG00000057924	6.213994665	6.527063079	5.900926251	0.904070664	-0.145492554	1	1	9	3	8	5	9.93	3.12	6.49	5.31
ENSMUSG00000057933	0.536153412	1.072306825	0	0	#NAME?	0.637402555	0.953976704	1	1	0	0	1.1	1.04	0	0
ENSMUSG00000057945	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057946	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057948	8058.506405	6924.461805	9192.551005	1.327547362	0.408763332	9.10E-13	1.23E-11	6241	6687	11319	8663	6886.2	6962.72	9185.89	9199.21
